abrasive	ә'breisiv	n. 研磨料\na. 有研磨作用的	1	16344
abreast	ә'brest	adv. 并肩地, 并列地	1	16406
abroad	ә'brɒ:d	adv. 往国外, 到室外, 到处\na. 往国外的, 在室外的, 广泛四散的	3	3363
abrupt	ә'brʌpt	a. 突然的, 唐突的, 陡峭的, 不连贯的	2	8703
abruptly	ә'brʌptli	adv. 突然地, 唐突地	0	5243
abs		[计] 绝对, 美国标准局	0	9730
abscess	'æbsis	n. 脓肿\nvi. 形成脓肿	0	19223
absence	'æbsәns	n. 缺席, 缺乏, 没有 [医] 失神	3	2524
absent	'æbsәnt	a. 缺席的, 不在的, 缺乏的, 漫不经心的\nvt. 使缺席	2	5516
absentee	.æbsәn'ti:	n. 缺席者, 不在者 [经] 缺勤者, 缺席者, 未到工者	1	13021
absenteeism	æbsәn'ti:iz(ә)m	n. 经常无故缺席, 旷职, 旷工, 旷课 [经] 有计划的怠工, 旷工	0	19278
absently	'æbsәntli	adv. 心不在焉地	0	14500
absolute	'æbsәlu:t	a. 绝对的, 专制的, 完全的, 独立的\nn. 绝对事物	3	3165
absolutely	'æbsәlu:tli	adv. 完全地, 绝对地, 确确实实地	4	1149
absolve	әb'zɒlv	vt. 宣告...无罪, 赦免, 免除 [经] 免偿(债务), 解除	0	17031
absorb	әb'sɒ:b	vt. 吸收, 使全神贯注, 同化, 买进, 理解, 承受, 忍受, 承担 [医] 吸收	2	3120
absorbed	әb'sɒ:bd	a. 全神贯注的, 一心一意的 [机] 被吸收的	0	20864
absorbing	әb'sɒ:biŋ	a. 吸引人的, 非常有趣的 [机] 吸收的	1	17537
absorption	әb'sɒ:pʃәn	n. 吸收, 专心, 全神贯注 [化] 吸收; 吸收作用	0	8596
abstain	әb'stein	vi. 自制, 戒绝, 弃权, 回避	1	13833
abstention	әb'stenʃәn	n. 戒绝, 回避, 弃权	0	24775
abstinence	'æbstinәns	n. 节制, 禁欲, 戒酒 [医] 节制, 禁戒(如禁酒,节欲)	1	10794
abstract	'æbstrækt	a. 抽象的, 深奥的\nn. 摘要, 抽象概念\nvt. 摘要, 提炼, 使抽象化 [计] 摘录; 摘要; 抽象	2	4007
abstraction	æb'strækʃәn	n. 抽象化, 心不在焉, 空想, 提炼, 抽象派作品 [化] 提取; 抽取; 夺取; 夺取反应; 除去	1	8413
absurd	әb'sә:d	a. 荒谬的, 不合理的, 可笑的\nn. 荒诞	2	5901
absurdity	әb'sә:diti	n. 荒谬, 悖理, 荒谬的言行	0	12372
absurdly	әb'sә:dli	adv. 荒谬地, 荒唐地, 愚蠢地	0	16888
abu		abbr. 亚洲广播联盟（Asian Broadcast Union）	0	0
abundance	ә'bʌndәns	n. 丰富, 充足, 大量 [经] 丰富, 充裕	1	5425
abundant	ә'bʌndәnt	a. 丰富的, 充分的, 大量的	1	6223
abundantly	ә'bʌndәntli	adv. 大量地, 丰富地	0	16050
abuse	ә'bju:s.ә'bju:z	n. 滥用, 虐待, 恶习, 辱骂\nvt. 滥用, 辱骂, 虐待	4	1540
abused		n. 受虐；滥用, 恶习	0	13867
abuser		n. 滥用者	0	10324
abusive	ә'bju:siv	a. 恶言谩骂的, 被滥用的, 腐败的, 虐待的	0	7131
abut	ә'bʌt	v. 邻接, 毗邻	0	18235
abysmal	ә'bizmәl	a. 深不可测的, 无底的	0	18494
abyss	ә'bis	n. 深渊, 深邃, 地狱	1	11847
ac		公元前 [计] 存取周期, 累加器, 声耦合器, 交流, 应用控制, 自动检查, 自动计算机	1	0
academia	.ækә'di:miә	n. 学术界, 学术生涯	0	11277
academic	.ækә'demik	a. 学院的, 学术的, 不切实际的\nn. 大学生, 大学教师, 学者, 学会会员	3	1465
academically	.ækә'demikәli	adv. 学术上；学业上	0	9322
academy	ә'kædәmi	n. 学院, 院校, 学会	2	4895
accede	æk'si:d	vi. 同意, 正式加入, 就任, 继任	0	17950
accelerate	әk'selәreit	v. 加速, 促进	2	4925
accelerated	әk'selәreitid	a. 加快的 [医] 加速的	0	10808
accelerating	æk'selәreitiŋ	[计] 加速	0	14876
acceleration	әk.selә'reiʃәn	n. 加速, 促进, 加速度 [化] 加速度	1	8018
accelerator	әk'selәreitә	n. 加速剂, 加速器, 油门 [化] 加速器; 早强剂; 促进剂; 硫化促进剂	1	11455
accent	'æksәnt	n. 重音, 口音, 特点, 注重点\nvt. 重读, 加重音号于, 强调	2	4140
accentuate	æk'sentjueit	vt. 以重音念, 强调, 重读	1	10880
accept	әk'sept	vt. 接受, 承认, 同意, 相信, 赞成, 承担, 承兑, 采纳, 接纳, 容忍\nvi. 同意	5	766
acceptability	әk.septә'biliti	n. 可接受, 合意, 可忍受	0	15203
acceptable	әk'septәbl	a. 可接受的, 合意的, 可忍受的	3	3415
acceptance	әk'septәns	n. 接受, 接纳, 承认, 同意, 赞同, 容忍, 相信 [经] 承兑, 认付, (工程)验收	2	3443
accepted	әk'septid	a. 公认的, 一般承认的 [经] 已承兑, 已认付	4	6728
access	'ækses	n. 通路, 入口, 接近, 进入, 使用权, 发作\nvt. 访问, 存取, 接近, 使用 [计] 访问, 存取	3	1113
accessibility	әk.sesә'biliti	n. 易接近, 可进入 [化] 可及性; 可达性; 可接近性; 吸湿性	0	10407
accessible	әk'sesәbl	a. 易接近的, 可进入的, 可使用的, 易受影响的, 可理解的	2	4377
accession	æk'seʃәn	n. 到达, 即位, 增加, 同意, 发作, 正式接受\nvt. 登记入册	0	16248
accessory	әk'sesәri	n. 附件, 零件, 附加物, 从犯, 同谋\na. 附属的, 补充的, 同谋的, 帮凶的, 非主要的, 副的 [计] 附件	2	6429
accident	'æksidәnt	n. 意外事件, 机遇, 事故, 次要方面 [化] 意外事故; 事故	3	1707
accidental	.æksi'dentl	a. 意外的, 偶然的, 非主要的, 附属的\nn. 临时记号, 次要方面	2	7485
accidentally	.æksi'dentli	adv. 偶然地, 意外地	0	7057
acclaim	ә'kleim	n. 喝彩, 欢呼, 赞同\nv. 欢呼, 喝彩, 称赞	2	12422
acclaimed	ə'kleɪmd	v. 欢呼（acclaim的过去式及过去分词）\na. 受到赞扬的	0	11493
accolade	.ækәu'leid	n. 荣誉, 赞美, 骑士爵位的授予礼, 连谱号	1	15220
accommodate	ә'kɒmәdeit	vt. 使适应, 调和, 通融, 容纳, 向...提供\nvi. 适应	2	3717
accommodation	ә.kɒmә'deiʃәn	n. 膳宿, 预订铺位, 适应性调节, 调和, 贷款 [医] 调节(眼); 适应	2	5369
accompaniment	ә'kʌmpәnimәnt	n. 伴随物, 附加物, 伴奏	1	11320
accompany	ә'kʌmpәni	vt. 陪伴, 伴随, 补充, 为...伴奏\nvi. 伴奏, 伴唱	3	2438
accompanying		a. 随同的, 附见的	0	6968
accomplice	ә'kʌmplis	n. 共犯, 同谋 [医] 协同菌	1	12704
accomplish	ә'kʌmpliʃ	vt. 完成, 达到, 实现, 使完美	2	2345
accomplished	ә'kʌmpliʃt	a. 完成的, 实现的, 有造诣的, 熟练的, 善社交的	2	8941
accomplishment	ә'kʌmpliʃmәnt	n. 成就, 完成	1	4308
accord	ә'kɒ:d	n. 一致, 调和, 协定\nvt. 给与, 使一致\nvi. 相符合	5	6075
accordance	ә'kɒ:dәns	n. 一致, 和谐	1	8086
according	ә'kɒ:diŋ	a. 相符的, 根据...而定的\nadv. 相应地	0	478
accordingly	ә'kɒ:diŋli	adv. 相应地, 因此, 于是	2	5589
accordion	ә'kɒ:djәn	n. 手风琴\na. 可折叠的	1	14592
accost	ә'kɒst	vt. 招呼, 搭讪, 勾引 [法] 勾引, 引诱	0	19030
account	ә'kaunt	n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目\nvi. 报帐, 解释, 导致, 报偿, 占, 杀死\nvt. 认为 [计] 帐户, 帐号	5	1071
accountability	ә.kauntә'biliti	n. 负有责任, 可说明性 [化] 衡算计量	0	4799
accountable	ә'kauntәbl	a. 负有责任的, 可说明的, 可解释的 [经] 负有责任的	2	5713
accountancy	ә'kauntәnsi	n. 会计工作, 会计学 [经] 会计工作, 会计学术, 会计职业	1	35429
accountant	ә'kauntәnt	n. 会计人员, 会计师 [经] 会计师, 会计人员	2	5949
accounting	ә'kauntiŋ	n. 会计学, 帐单, 清帐 [计] 帐户处理, 记帐	2	3921
accredit	ә'kredit	vt. 信托, 确认, 归结于, 委派 [经] 发行信用证, 信托, 委托	1	16480
accreditation	ә.kredi'teiʃәn	n. 委派, 信托, 鉴定合格 [法] 立案, 备案, 任命	0	10209
accredited	ә'kreditid	v. 认可（accredit的过去分词形式）	0	17448
accretion	æ'kri:ʃәn	n. 自然增大, 添加, 添加物, 连生 [化] 停滞堆积	0	17492
accrue	ә'kru:	vi. 自然增加, 产生 [经] 应计, 产生, 出现	1	12166
acculturation	ә.kʌltʃә'reiʃәn	n. 文化互渗, 文化适应	0	11780
accumulate	ә'kju:mjuleit	v. 积聚, 堆积	2	5083
accumulated		a. 累计的；累积的；达到	0	12345
accumulation	ә.kju:mju'leiʃәn	n. 积聚, 累积, 积聚物 [医] 蓄积, 累积	1	8460
accumulator	ә'kju:mjuleitә	n. 积聚者, 蓄能器, 蓄电池 [计] 累加器	0	35579
accuracy	'ækjurәsi	n. 精确, 正确 [计] 准确度	0	4076
accurate	'ækjurәt	a. 正确的, 精确的 [经] 准确的, 精确的	3	2728
accurately	'ækjurәtli	adv. 正确地, 精确地	0	4898
accusation	ækju:'zeiʃәn	n. 控告, 指控, 指责 [法] 控告, 起诉, 告发	2	4870
accuse	ә'kju:z	vt. 指责, 控告, 归咎于\nvi. 指责, 控告	4	2024
accused	ә'kju:zd	n. 被告	1	9385
accuser	ә'kju:zә	n. 控诉者, 指责者 [法] 原告, 指控人, 控告者	0	12584
accustom	ә'kʌstәm	vt. 使习惯于	1	7584
accustomed	ә'kʌstәmd	a. 惯常的, 习惯了的	1	8524
ace	eis	n. 幺点, 好手, 少许, 发球得分\na. 一流的, 杰出的 [计] 应答允许, 自适应计算机试验, 自动呼叫设备, 自动执行控制	2	13343
acet	ә'set	[化] 次乙基; 乙酰	0	0
acetate	'æsiteit	n. 醋酸盐 [化] 醋酸盐(或酯、根)	0	24503
ach		[计] 自动化票证交换所 [医] 肾上腺皮质激素	0	28410
ache	eik	n. 疼痛\nvi. 痛, 哀怜, 渴望	2	7717
achievable	ә'tʃi:vәbl	a. 做得成的, 可完成的, 可有成就的	0	16679
achieve	ә'tʃi:v	vt. 完成, 达到\nvi. 如愿以偿	4	1152
achievement	ә'tʃi:vmәnt	n. 完成, 成就, 功业	2	2021
achiever	ә'tʃi:vә	n. 获得成功的人	1	17640
aching	'eikiŋ	a. 疼痛的, 使人痛苦的	0	13607
acid	'æsid	n. 酸, 酸类物质, 尖刻, 迷幻药\na. 酸的, 酸性的, 尖刻的, 敏锐的 [计] 自动文档互参与索引生成程序	3	3238
acidic	ә'sidik	a. 成酸的, 尖刻的, 酸性的 [机] 酸性	0	14328
acidity	ә'siditi	n. 酸性 [化] 酸度; 酸性; 酸性反应	0	17453
acknowledge	әk'nɒlidʒ	vt. 承认, 告知收悉, 答谢, 报偿 [经] 承认, 答谢, 收到的通知	3	1654
acknowledged	әk'nɒlidʒid	a. 公认的	0	14098
acknowledgement	әk'nɒlidʒmәnt	n. 承认, 确认, 感谢, 收到的通知 [计] 确认; 肯定	1	13380
acknowledgment	әk'nɔlidʒmәnt	n. 承认, 答谢, 认可, 谢礼, 收到的通知, 收到的回音, 谢意 [计] 肯定, 确认认可	0	9911
acne	'ækni	n. 痤疮, 粉刺 [医] 痤疮, 粉刺	1	13862
acorn	'eikɒ:n	n. 橡树果实 [机] 浆栎, 浆栎果	0	15397
acoustic	ә'ku:stik	a. 听觉的, 声学的, 音响的 [医] 听的; 声学的	2	10194
acquaint	ә'kweint	vt. 使认识, 介绍	1	9630
acquaintance	ә'kweintәns	n. 认识, 相识者	2	6274
acquiesce	.ækwi'es	vi. 默许, 默然同意	0	15179
acquiescence	.ækwi'esәns	n. 默许, 默认 [法] 默许, 默认	0	17580
acquire	ә'kwaiә	vt. 获得, 学到 [电] 目标锁定	3	2063
acquired	ә'kwaiәd	a. 获得的, 后天的 [医] 获得的, 后天的	0	15054
acquisition	.ækwi'ziʃәn	n. 获得, 获得物 [经] 收购, 招揽, 取得	3	3856
acquit	ә'kwit	vt. 无罪释放, 表现, 使履行 [法] 开释, 释放, 免	2	9999
acquittal	ә'kwitәl	n. 履行, 无罪开释 [经] (债务的)清偿	0	15274
acre	'eikә	n. 英亩	3	0
acreage	'eikәridʒ	n. 英亩数, 土地面积 [经] 英亩数, 土地面积, 矿区租赁面积	0	12753
acrid	'ækrid	a. 苦味的, 辛辣的, 讥讽的, 刻薄的 [医] 辛辣的	0	18600
acrimonious	ækri'mәunjәs	a. 尖刻的, 讥讽的, 激烈的	1	20973
acrimony	'ækrimәni	n. 严厉, 尖刻 [医] 辛辣	0	22245
acrobat	'ækrәbæt	n. 表演特技者, 杂技演员	0	19213
acronym	'ækrәunim	n. 首字母缩拼词, 首字母组合词 [计] 字首组合词	1	13493
across	ә'krɒs	prep. 越过, 穿过, 与...相交叉, 在...的对面\nadv. 交叉, 到另一边, 在对面, 成十字	5	377
acrylic	ә'krilik	a. 丙烯酸的 [医] 丙烯酸的	1	12775
act	ækt	n. 行动, 行为, 幕, 法案\nvi. 行动, 表演, 假装, 见效, 表现, 担当\nvt. 扮演, 装作 [计] 先进通信技术, 先进计算机工艺, 自动代码翻译技术	5	837
acting	'æktiŋ	n. 演戏, 装腔作势\na. 代理的, 演出用的, 起作用的	2	8387
action	'ækʃәn	n. 行动, 活动, 动作, 作用, 战斗, 行为, 诉讼\nvt. 对...起诉 [计] 方式	5	502
activate	'æktiveit	vt. 使活动, 使激活, 正式建成\nvi. 有活力	1	6113
activation	ækti'veiʃәn	n. 活化, 激活 [化] 活化; 活化作用; 激活; 激活作用	0	12945
activator	'æktiveitә	n. 活化剂, 催化剂, 触媒剂 [化] 助催化剂; 活化剂; 激活剂; 激活剂发光材料	0	32092
active	'æktiv	a. 活跃的, 起作用的, 积极的, 有效的, 主动的, 活性的, 现行的, 现役的\nn. 主动语态, 积极分子	4	1444
actively	'æktivli	adv. 活跃地, 积极地	0	4307
activism	'æktivizm	n. 激进主义, 行动主义, 能动论 [法] 激进主义, 行动主义	3	7096
activist	'æktivist	n. 激进主义分子	0	2595
activity	æk'tiviti	n. 活动, 行动, 活跃, 活力 [计] 活动	4	537
acton	'æktәn	n. 铠衣	0	0
actor	'æktә	n. 男演员, 行动者 [医] 作用物, 反应物	3	1497
actress	'æktris	n. 女演员	3	3236
actual	'æktʃuәl	a. 真实的, 实际的, 现行的 [医] 实际死亡率	3	1739
actuality	.æktʃu'æliti	n. 事实, 现实, 现状	1	15096
actually	'æktʃuәli	adv. 事实上, 竟然, 如今, 现在	5	396
actuarial	.æktju'єәriәl	a. 保险计算员的, 保险计算的 [经] 保险公司计算员的, 保险统计	0	25450
actuary	'æktjuәri	n. 保险计算员 [医] 保险统计员	0	23225
actuator	'æktʃueitә	n. 开动者, 激励者, 致动器 [计] 传动装置, 驱动器, 激励器	0	17084
acuity	ә'kju:әti	n. 尖锐, (疾病的)剧烈, 敏锐 [化] 锐度; 分辨能力	0	15780
acumen	ә'kju:men	n. 敏锐, 聪明	0	17842
acupuncture	'ækju.pʌŋktʃә	n. 针刺, 针刺疗法\nvt. 施以针灸	1	15282
acute	ә'kju:t	a. 尖锐的, 敏锐的, 激烈的, 严重的, 急性的 [医] 急性的; 尖锐的	2	5255
acutely	ә'kju:tli	adv. 尖锐地, 剧烈地	1	11397
ad	æd	n. 广告 [计] 地址, 模拟-数字	1	1748
ada	'eidә	[计] 数据自动采集程序, 自动动态分析程序	0	0
adage	'ædidʒ	n. 格言, 谚语	0	15783
adam	'ædәm	n. 亚当 [计] 自动直接存取管理	0	0
adamant	'ædәmәnt	n. 坚硬的东西\na. 非常坚硬的, 坚强的, 固执的	1	11251
adamantly		adv. 坚硬无比地；坚强地；固执地；不动摇地	0	15690
adams	'ædәmz	[计] 先进数据管理系统	0	0
adapt	ә'dæpt	vt. 使适应, 改编\nvi. 适应	2	2933
adaptability	ә.dæptә'biliti	n. 适应性 [计] 自适应性; 适应性	0	17278
adaptable	ә'dæptәbl	a. 能适应的, 适合的, 可修改的	1	14811
adaptation	.ædæp'teiʃәn	n. 适应, 改编, 改编本 [医] 适应[作用]	1	5196
adapter	ә'dæptә	n. 适应者, 改编者, 接合器 [计] 衔接器; 适配器, 适配卡	0	13621
adaptive	ә'dæptiv	a. 适应的, 能适应的	0	8259
adaptor	ә'dæptә(r)	n. 改编者, 插座, 转接器, 接合器, 拾音器 [计] 适配器, 转接器	0	36090
add	æd	vt. 增加, 添加, 附带说明, 计算...总和\nvi. 做加法, 积累而成, 增添 [计] 加法	5	340
added	'ædid	a. 额外的；更多的	1	4550
addict	ә'dikt	vt. 使沉溺, 使上瘾\nn. 入迷的人, 上瘾者	2	6091
addiction	ә'dikʃәn	n. 入迷, 瘾 [医] 瘾, 癖嗜	2	5177
addictive	ә'diktiv	a. 上瘾的	1	10283
addis	'ædis	n. 艾缔思（姓氏）	0	0
addison	'ædisn	n. 艾迪生（姓氏）	0	0
addition	ә'diʃәn	n. 加法, 增加的人(或物) [计] 加法	4	2048
additional	ә'diʃәnәl	a. 附加的, 另外的, 额外的 [机] 加添的, 附加的	0	1319
additionally		adv. 另外, 此外	1	5948
additive	'æditiv	a. 添加的, 附加的, 加法的, 累积的\nn. 添加物	1	14762
address	ә'dres	n. 住址, 演说, 举止, 灵巧, 求爱\nvt. 发表(演说或讲话), 对付, 写地址 [计] 地址, 寻址	4	1028
addressee	.ædre'si:	n. 收件人, 收信人 [经] 台头人, 收信人	0	25379
adduce	ә'dju:s	vt. 引证, 举出 [法] 援引, 引证, 提出	0	26527
adelaide	'ædәleid	n. 阿德莱德（女子名, 澳大利亚港市）	0	0
aden	'eidn	n. 亚丁(也门城市)	0	0
adenauer		n. (Adenauer)人名；(德)阿登纳 阿登纳	0	0
adenoma	,ædi'nәumә	n. 腺瘤 [医] 腺瘤	0	29571
adept	ә'dept	a. 熟练的, 老练的, 巧妙的\nn. 能手, 内行	1	10221
adequacy	'ædikwәsi	n. 适当, 足够	0	14558
adequate	'ædikwәt	a. 适当的, 足够的 [法] 胜任的, 适当的, 充分的	3	3297
adequately	'ædikwәtli	adv. 足够地, 适当地	0	6089
adhd		abbr. 注意力不集中症（ attention deficit hyperactivity disorder ）	0	16065
adhere	әd'hiә	vi. 依附, 粘着, 坚持, 追随, 拥护\nvt. 使粘附	2	6516
adherence	әd'hiәrәns	n. 依附, 固执, 坚持 [化] 粘合	0	9972
adherent	әd'hiәrәnt	n. 信徒, 追随者\na. 附着的, 发生联系的	0	12675
adhesion	әd'hi:ʒәn	n. 附着, 粘着, 支持, 追随 [化] 粘合; 粘附; 附着; 粘合力; 粘附力; 附着力	0	19916
adhesive	әd'hi:siv	a. 粘着的, 涂有粘性物质的\nn. 粘合剂, 橡皮膏	1	17140
adjacent	ә'dʒeisәnt	a. 毗连的, 邻近的, 连接的 [机] 相邻的, 邻位的, 交界的	1	6649
adjective	'ædʒiktiv	n. 形容词\na. 形容词的, 从属的	1	10317
adjoin	ә'dʒɒin	v. 邻接, 毗连	1	17562
adjoining	ә'dʒɒiniŋ	a. 邻接的, 毗连的 [机] 联接	0	11972
adjourn	ә'dʒә:n	vi. 休会, 换地方\nvt. 使中止, 推迟	1	16425
adjournment	ә'dʒә:nmәnt	n. 延期, 休会, 休会期间 [法] 休庭, 休会, 延期	0	33624
adjudicate	ә'dʒu:dikeit	v. 判决, 宣告, 裁定	0	18877
adjudication	ә.dʒu:di'keiʃәn	n. 判决, 裁定, 宣告 [经] 判决, 裁决	0	19727
adjudicator		n. 评判员 [法] 审判者, 判决者, 裁定者	0	29510
adjunct	'ædʒʌŋkt	n. 附属物, 附件, 助手, 修饰语\na. 附属的	0	11816
adjust	ә'dʒʌst	vt. 调整, 使适应于, 校准\nvi. 适应于, 被调节, 相互熟悉而适应	3	2300
adjustable	ә'dʒʌstәbl	a. 可调节的 [电] 可调整的	1	10047
adjusted	ә'dʒʌstid	a. 调整过的 [机] 调节了的	0	14550
adjuster	ә'dʒʌstә	n. 调整员, 调停者, 调节器 [化] 调节器; 校正器	0	18596
adjustment	ә'dʒʌstmәnt	n. 调整, 调节, 校正 [化] 调节	0	3121
adjutant	'ædʒutәnt	n. 助手, 副官\na. 辅助的	0	27348
administer	әd'ministә	vt. 管理, 料理, 执行\nvi. 执行遗产管理人的职责, 给予帮助	2	3661
administration	әd.mini'streiʃәn	n. 行政, 管理, 政府机关 [化] 给药	4	635
administrative	әd'ministrәtiv	a. 管理的, 行政的 [法] 行政的, 管理的, 遗产管理的	2	3510
administrator	әd'ministreitә	n. 管理人, 行政官 [经] 遗产管理人员	2	2484
admirable	'ædmәrәbl	a. 可钦佩的, 极好的, 令人惊奇的	2	10469
admirably	'ædmәrәbli	adv. 极好地, 美好地	0	18012
admiral	'ædmәrәl	n. 舰队司令, 海军上将, 旗舰	2	10814
admiralty	'ædmәrәlti	n. 海军上将的地位(或职权), (1963年前)英国海军部, 海事法庭 [法] 海军上将的职位, 海军部, 海事法	0	24790
admiration	.ædmә'reiʃәn	n. 赞赏, 钦佩, 引人赞赏的对象	0	6964
admire	әd'maiә	vt. 赞美, 钦佩, 爱慕\nvi. 称赞, 惊奇	3	3277
admirer	әd'maiәrә	n. 钦佩者, 仰慕者, 求爱者	0	9570
admiring	әd'maiәriŋ	a. 赞赏的, 钦佩的, 羡慕的	0	15911
admissible	әd'misәbl	a. 可进入的, 可容许的	0	21026
admission	әd'miʃәn	n. 准许进入, 入场费, 录用, 承认 [经] 加入, 入股	2	3031
admit	әd'mit	vt. 承认, 接受, 允许进入, 容许\nvi. 开向, 容许, 承认	4	1089
admittedly	әd'mitidli	adv. 公认地, 诚然	1	8927
admitting		v. 承认（admit的ing形式）	0	17479
